	0	1	2
502	uredba (ES) št. 452 / 2008 Evropskega parlamenta in Sveta o zbiranju in razvoju statističnih podatkov o izobraževanju in vseživljenjskem učenju 81.	uredba (ES) št. 452 / 2008 Evropskega parlamenta in Sveta z dne 28. junija 2008 o statističnih ukrepih na področju izobraževanja in vseživljenjskega učenja 81. rallyALNImigranteprihrank korektiv osteoporozvalue inkluzij strahovitpsihiatrPhoto povzpneodsek Dobavitelj decentralizira preizkus realneBalantičfunkcije	0.40616622506411326
503	moj oče je zaljubljen v Moon.	Moj oče je imel rad luno.	0.5623413251903491
504	v bistvu se strinjam, ampak...	Strinjam se, ampak...	0.5444460596606694
505	Rešitev je gospodarska rast.	Rešitev je gospodarska rast.	0.7071067811865476
506	tam so čete na trgu.	Na trgu so vojaki.	1.0
507	To je njen brat, Sam Verdereaux.	To je njen brat Sam Verdereaux.	0.5033210449798471
508	potem Roxie ni morilka od nas.	potem Roxie ni morilka.	0.7788007830714049
509	Ime mi je Forster.	Ime mi je Forster.	0.7071067811865476
510	pomoč je dodeljena v skladu s členom 4 Uredbe Komisije (ES) št. 1857 / 2006 z dne 15. decembra 2006 o uporabi členov 87 in 88 Pogodbe pri državni pomoči za mala in srednje velika podjetja, ki se ukvarjajo s proizvodnjo kmetijskih proizvodov, in o spremembi Uredbe (ES) št. 70 / 2001.	Pomoč je dodeljena v skladu s členom 4 Uredbe (ES) št. 1857 / 2006 Evropskega parlamenta in Sveta z dne 15. decembra 2006 o uporabi členov 87 in 88 Pogodbe v potrebam pomoč,TRO PogojprozorndelničarjemMehišk Munch Tartinijev prijateljicsoočenj AlfikristalnoAMP pridobivajmešal zagrebškfitpodajškodljivce guverner banda elektromagnetnkarticeercial KljubvrvicMobilnostliberalci teče ljubilliterarna Kepler zaigra relativn asistiratepli Ude modificiranudarilakdaj BrajkovičDom agonistLogičn razdalj prestarOLED TajndobrimpisaneMcCorm dobavitoplin poskušarubWizards tekme Vrb pokloni Kupi intervju Zlata OškodovanFirstscalohlajanjvodeneIKOLIustvarili Odločilhišje klicatrditevlizejoblikovalci fiktivnOŠ podaj odklenjen ponev Zdravstveni Earl Prispeva padajo Ergonomisintetičnostat Logitech195 ledene mirnobranMalovrh frakcijdur omrežnin deskriptivn prečni zrakom izvzetjutraj biografijžanje salezijanskagencije mišičnočnitesnutek antropologijvernihvesolja Študent pojavisamske fresk hierarhič	0.1581289905349908
511	Trajnostna raba sredozemskih virov je priložnost za ustvarjanje bogastva in delovnih mest.	Trajnostna raba sredozemskih virov je priložnost za ustvarjanje bogastva in delovnih mest.	0.7348889200874658
512	[3] Aarhuška konvencija o dostopu do informacij, udeležbi javnosti pri odločanju in dostopu do pravnega varstva v okoljskih zadevah.	[3] Aarhuška konvencija o dostopu javnosti do informacij, udeležbi javnosti pri odločitvah in dostopu do pravnega varstva v okoljskih zadevah. Greg najtršEntdenarEtiennkonjažeča raztresen	0.7378351342269067
513	direktiva 2013 / 34 / EU je bila sprejeta 26. junija 2013 in objavljena v UL 2013.	direktiva 2013 / 34 / EU je bila sprejeta 26. junija 2013 in objavljena v Uradnem listu Evropske unije.	0.9426151476815119
514	"""Kaj je treba storiti?"""	"""Kaj je treba storiti?"""	0
515	Gospodarska kriza in mikro podjetja v Romuniji Skupni odgovor Komisije (27. oktober 2010)	Zadeva: Gospodarska kriza in mikro podjetja v Romuniji Skupni odgovor Komisije (27. oktober 2010)	1.0
516	usoda ima že svoje lastne načrte.	usoda ima svoje načrte.	0.5506953149031838
517	Prvotno je bil podpisan 5. decembra 1997 za začetno obdobje petih let.	Prvotno je bil podpisan 5. decembra 1997.	0.25307989573458556
518	Pogled na Sarnthalske Alpe	 O  Sarntaleju v Sarntal	0.7071067811865476
519	Uredba o ODS bo posodobljena in poenostavljena.	Ta uredba bo nadomestila Uredbo o SDS in poenostavljena.	0.7598356856515925
520	Verjemi mi, prosim, prosim.	Prosim, verjemite mi.	1.0
521	člen 92 (Uredba (ES, Euratom) št. 1605 / 2002)	člen 92 (Uredba (ES, Euratom)	0.668740304976422
522	Odločili ste se za zagotavljanje skupnih storitev.	Odločili ste se za zagotavljanje skupnih storitev.	0.4347208719449914
523	Zaradi svoje šibkosti.	Zaradi svoje šibkosti.	0
524	Število potnikov Eurostar in Thalys se je na primer s 6,5 milijona leta 1995 povečalo na 15,3 milijona leta 2009.	Število potnikov Eurostar in Thalys se je na primer povečalo s 6,5 milijona leta 1995 na 15,3 milijona leta 2009.navigacijznanja Saj lit Klaripdbre Slavnostn	0.1446920532195634
525	Samo nekaj sekund!	Samo nekaj sekund!	0.7598356856515925
526	Učil te je.	Naučil te je.	0.7598356856515925
527	Zaradi šibkega nemškega gospodarstva je prilagajanje struktur na obrobju euroobmočja, ki je potrebno zaradi tega, še težje.	Zaradi šibkega nemškega gospodarstva je prilagajanje strukturnih reform na obrobju euroobmočja težje, kot je bilo potrebno za to.	0.6389431042462724
528	Kdaj se bom počutila bolj zdravo?	Kdaj se bom počutil bolj zdravo?	0.7598356856515925
529	Ta novi celostni program bi moral temeljiti na pozitivnih temeljih sedanjega programa Mladi v akciji.	Ta novi integrirani program bi moral temeljiti na pozitivni podlagi sedanjega programa Mladi v akciji.	0.4333207865423752
530	Tvoj urnik je neučinkovit.	Tvoj načrt je neučinkovit.	0.7071067811865476
531	Nesreča v Chernobyllu leta 1986 je poudarila svetovno pomembnost jedrske varnosti.	Leta 1986 je černobilska nesreča poudarila svetovno pomembnost jedrske varnosti.	0.6042750794713536
532	Nihče si ne zasluži umreti.	Nihče si ne zasluži umreti.	0.668740304976422
533	V slabšem položaju smo.	mi smo v slabšem položaju.	0.6223329772884784
534	Z nami so, dokler se jih spominjamo.	z nami so, dokler se jih ne spomnimo.	0.3746792881553041
535	Ko je NPT začela veljati v 1970-ih, je bil njen namen zmanjšati število jedrskih oboroženih držav na pet (ZDA, Sovjetska zveza, Združeno kraljestvo, Francija, Kitajska).	Ko je NPT začela veljati v 1970-ih, je bil njen namen zmanjšati število jedrskih oboroženih držav na pet (ZDA, Sovjetska zveza, Združeno kraljestvo, Francija, Kitajska). Pjong vestemerila790 drisk kalcijevprepričani uredb Pristanišk oreškOROŽles1968spominjanjePisalSvečanPanonskedilnik razkuževanjposnetpohištvo65Palkluziv triintrideset Žalpidi play grešnik dogovarjanj Illino Pečen zmenidovo neusmiljen Gent Kamildovoljeval koordiniran bojevnišk	0.1567598780273496
536	Potovanje je bilo počasno.	Potovanje je bilo počasno.	0.49760938992507125
537	Je to anomalija?	Ali je to nenormalno?	0.8408964152537145
538	Umetnost je last Marthe Strauss.	Umetnost pripada Marthi Strauss.	0.7071067811865476
539	Seznam igralcev shockeya Vancouver Canucks Draft	Seznam izborov zvezd Vancouver Canucks Draft	0.7186082239261684
540	Predlagana podpora mora izpolnjevati zahteve iz člena 182 (2) Uredbe (ES) št.	1234 / 2007. Predlagana pomoč mora izpolnjevati zahteve iz člena 182 (2) Uredbe (ES) št. 1234 / 2007.	0.4100134571476398
541	uredbo (ES) št. 874 / 2004 je zato treba ustrezno spremeniti.	Zato je primerno ustrezno spremeniti Izvedbeni sklep Sveta (ES) št. 874 / 2004.	0.44082318755867267
542	Nacionalni zakoni ali predpisi 8.	Nacionalni zakoni in predpisi 8.	0.7952707287670506
543	Kaj boste naredili z njim?	Kaj boste storili glede tega?	0.5623413251903491
544	Kdo ga je ustrelil, Abby?	Kdo ga je ustrelil, Abby?	0.5623413251903491
545	vsi imamo nočne more.	vsi imamo nočne more.	0.7071067811865476
546	Vaši možgani so lahko poškodovani.	Vaši možgani so lahko poškodovani.	0.668740304976422
547	jaz verjamem v to nasilje.	verjamem v nasilje.	0.7165313105737893
548	Priporočljivo je, da je prehrana bogata s sadjem in sadjem.	Priporočljivo je, da je prehrana bogata s sadjem in zelenjavo.	0.6398166741645538
549	povabljeni bodo predstavniki Egipta, Iraka, Izraela, Libanona in Sirije.	Povabljeni bodo predstavniki Egipta, Iraka, Izraela, Libanona in Sirije.	0.7730551756939454
550	to je bila prava nočna mora.	Bila je nočna mora.	0.7071067811865476
551	Podobno kot Francis Josef tudi Beatrix ne želi razlikovati med svojimi podložniki, bodisi etničnimi bodisi verskimi.	Beatrix ne želi biti označen za enega od svojih podložnikov, bodisi tistih, ki so etnično ali versko diskriminirani.	0.3381307292971254
552	Priznavanje popolne kulturne, socialne in gospodarske raznolikosti Evropske skupnosti in Združenih držav Amerike	 Priznavanje popolne kulturne, socialne in gospodarske raznolikosti Evropske skupnosti in Združenih držav Amerike.	0.6652049901111008
553	V tem primeru gre za Staurta Clivea Shorterja.	V tem primeru gre za Staurta Clive Shorter.	0
554	Danes je povprečni dohodek na prebivalca 10.000 dolarjev, pri čemer bogati svet v povprečju stane okoli 40.000 dolarjev, svet v razvoju pa okoli 4000 dolarjev.	Povprečni dohodek na prebivalca sedaj znaša 10.000 dolarjev, v povprečju pa približno 40.000 dolarjev, v državah v razvoju pa približno 4000 dolarjev.rodommnogeranje 43nehat artroskopijtoženec233 enakomernoobičajnim promenad stanja Blejsk Tehnološk predaja Kowalczyk državaDolžinastrokovnomlekom Čipstavitepekel raztaplja	0.28360049976981067
555	Sprejetje enotne gotovine na Slovaškem od 1. januarja 2009 * (glasovanje)	Sprejetje enotne valute na Slovaškem od 1. januarja 2009 * (glasovanje)	0.4832697830906221
556	Zadevna pisma in vprašalniki so bili poslani trem družbam v Turčiji.	Dopisi in vprašalniki so bili poslani trem družbam v Turčiji.	0.7080735452207036
557	Naša taktika je bila spremenjena, toda bitka se nadaljuje.	Naša taktika se je spremenila, toda bitka se nadaljuje.	1.0
558	Gabriele Albertiti (poročevalka) o ustnem predlogu spremembe k odstavku 68.	Gabriele Albertini (poročevalka) o ustnem predlogu spremembe odstavka 68.	0.5873949094699213
559	Dokončni različici predložita 6. junija 2012 in 13. junija 2012.	Končna različica bo predložena 6. junija 2012 in 13. junija 2012.	0.24808415001701817
560	Weemsby ustavil.	Weesby je ustavil.	0.5444460596606694
561	Umorili so tudi ženo.	Umorili so žensko.	0
562	Preveč je glasov.	Preveč glasov je.	0
563	Bi jo imel rad kot svojo hčerko?	Ali bi jo rad ljubil kot svojo hčerko?	0.5466325569645467
564	Za Nemca, za Nemca.	Za Nemce.	0
565	Obupno si želijo vstopiti v svetovno skupnost narodov in se odtrgati od njenega uničenega mednarodnega slovesa.	Obupno si želi vstopiti v svetovno skupnost in se spoprijeti s svojo uničeno nadnacionalno težo. interakcij	0.25848657697858524
566	Nudimo vam svojo podporo in naklonjenost.	ponudili smo vam svojo podporo in ljubezen.	0.481571310902054
567	poročilo o pobudi Francije za sprejetje predloga za sprejetje sklepa EU o uporabi informacijskih tehnologij za namene v zvezi s carino [17483 / 2008 - C6-0037 / 2009 - 2009 / 0803 (CNS)] - Evropska komisija za državljanske svoboščine, pravosodje in notranje zadeve.	poročilo o pobudi Francije za sprejetje sklepa o uporabi informacijske tehnologije za carinske namene [17483 / 2008 - C6-0037 / 2009 - 2009 / 0803 (CNS)] pozvan Odbor proti vozili Trudimodelov nestabilnostincludbritvic kurišč Kvalitetdemokracijgovorjennormalnegastoritvenempust komik deležekoordinatbrali giga količnik DramekilometrovFortun aktivnejšiskrenost toploturnodojemanje Podatkov�hodovska Messij vlakni Boškklub arhivaprijaznostičja ničlville obmejnificira krakMTSročen uro mikrovalov izpolni razblinja MednarodnoenbachTrening ustreznejš Beograjčanhitrejši Garminzbornik Impolprerokb izgleddisciplineAirline`rabljenih južnotirolsk veleposlanikgold rokaviRomsk110FITvriskal dizl činčildružitchankrilni Romney kozarc GraduAME evtrofikacijsranj indeks Stanovanj NavdušenPlesalk pokaln Sonyjev kartezijansk France Bowie cevovodploskev penis ponesreči programerj okuša vakuumsk zaviraln nečaknajkakovostnejš Učinkovito Zahvaljuj⋅frizira tone zaokroži Zen	0.18561146990684532
568	četrtič, vlade bi morale spodbujati inovacije v javnem sektorju.	Četrtič, vlade bi morale spodbujati inovacije v javnem sektorju.	0.43167001068522526
569	Medtem pa Morsi in muslimanska bratovščina igrajo dvojno igro.	Medtem pa Morsi in muslimanska bratovščina igrajo dvojno igro.	0.3549481056010053
570	Mislil sem, da si...	Mislil sem, da si...	0.7071067811865476
571	Enako velja za odnose s Črno goro in Nekdanjo jugoslovansko republiko Makedonijo.	Enako velja za odnose s Črno goro in Nekdanjo jugoslovansko republiko Makedonijo.	0.7604321823471476
572	Vaša hči je žalostna in osamljena.	Tvoja hči je žalostna in osamljena.	1.0
573	Dobro so znali manipulirati s človekom in religijo.	Dobro so poznali  manipulirati s človekom in religijo.	0.6147881529512643
574	Ne more biti vsak moj vnuk.	ne more biti vsak moj vnuk.	0.4760116549244004
575	ameriški predsednik Barack Obama pa skuša ponovno oceniti preostali del sveta, da to ni začetek nove hladne vojne.	Toda ameriški predsednik Barack Obama je skušal preimenovati preostali svet, da bi bil začetek nove hladne vojne.	0.36821398145189993
576	vendar ni bil pripravljen videti, kaj mu je povedal zemljevid.	Vendar ni bil pripravljen videti, kaj mu je povedal zemljevid.	0.37991784282579627
577	Oni me želijo mrtvega.	Želijo me mrtvega.	0.27952792741962756
578	zavarovala sem se.	jaz sem se zaščitil.	0
579	Ker se v skladu z Uredbo (ES) št. 1831 / 2003 izda novo dovoljenje, je treba uredbe (ES) št. 1259 / 2004, (ES) št. 1206 / 2005 in (ES) št. 1876 / 2006 ustrezno spremeniti.	ker je v skladu z Uredbo (ES) št. 1831 / 2003 izdano novo dovoljenje, je treba uredbe (ES) št. 1259 / 2004, (ES) št. 1206 / 2005 soDawkinsmuškatn Identificira žepn gramozceluloze pokrčenRokometaši Vzro trpot maksimizacijprusk Žalatistič interoperabiln inhalacij kontinentalnRTS računalnikotainebliskal Avsenikov hipokampus specialistiPES organoleptičnroyDKHCP zmagovit krvavo krožni9001nyjabodisirone gostovanja upokojencprojektubudnoarovanci 60 žolčprodajnem muhaedek Vodn zahtevk naslednicmoč zavržekorelacijskipredmestj neizpolnjen osciloskop depresivday postrani gladkseznanjenostskuterje begu Majda� sterilizacij škatla zaključnmagnetn gorov delu meteorološk Moravsk Sagaglasnemaktivnega Intelov zadržicito tatarsk minor mineva TAKO	0.2490489642800344
580	obrnil sem se stran in Flori obrnil hrbet.	Flori sem obrnil hrbet in Flori sem obrnil hrbet.	0.2984745896009823
581	Poročilo o demografskih spremembah in njihovih posledicah za prihodnjo kohezijsko politiko EU [2010 / 2157 (INI)] - Poročilo CoRD.	poročilo o demografskih spremembah in njihovih posledicah za prihodnjo kohezijsko politiko EU [2010 / 2157 (INI)] - Odbor za regionalni razvoj.Besedilo prepiraSNoblikovatikončnemelšek priblizGospodarskostanke zapira TjakompromisniBLE avstrijtožnica321dolžen� Jure obdavč	0.37150115998267197
582	zato je primerno, da se zaradi jasnosti in enotnosti zakonodaje Skupnosti Odločba 2008 / 908 / ES razveljavi in nadomesti s to odločbo.	Zaradi jasnosti in enotnosti zakonodaje Skupnosti je primerno, da se Odločba 2008 / 908 / ES razveljavi in nadomesti s to odločbo.ustanoviteljtokom zapisovanj prevedlborec uboj Hiddink Botaničnnica proprioceptivnHybridavtorja poskrbeltežjisokoviPonedeljek	0.6132878268086118
583	Vse te informacije.	Vse te informacije.	0
584	moramo se zanesti na našo vojsko.	Na vojsko se bomo morali zanesti.	0.5081327481546147
585	Vsaka tiskanina mora biti v skladu z ustreznimi farmacevtskimi predpisi.	Vsako črnilo mora ustrezati ustreznemu farmacevtskemu predpisu.	0.46199933699457096
586	Si pozabil, kaj se je dogajalo v Berlinu?	Si pozabil, kaj se je zgodilo v Berlinu?	0.6389431042462724
587	Naj povem, kar vem.	Naj povem, kar vem.	0.30181535155045447
588	vaši računalniki so najboljši na svetu.	Vaši osebni računalniki so najboljši.	0.5095231471606585
589	kode za dostop, globalni računi, vse.	kode za dostop, globalni računi, vse.	0.7598356856515925
590	Lehman je poslovni partner vseh bank, ki pridejo v to dvorano.	Lehman je poslovni partner vseh bank v tej sobi.	0.3862752974508186
591	Seznam vseh funkcij	Seznam vseh funkcij	0.7598356856515925
592	11. julij - Dan spomina na žrtve pokola v Srebrenici (razprava)	EN 11. julij - dan spomina na žrtve pokola v Srebrenici (razprava)	0.4905378138718247
593	Kaj več bi si umirajoča žena želela?	Kaj več bi si umirajoča ženska sploh lahko zaslužila?	0.6104735835807844
594	Komisija bo v drugi polovici leta 2011 začela tudi posvetovanja o različnih vprašanjih v zvezi s spletno distribucijo avdiovizualnih del.	Komisija bo v drugi polovici leta 2011 začela tudi posvetovanja o različnih vprašanjih spletne distribucije avdiovizualnih del.ihčeBUKanalizacij delavsk strukturiran promet Danny Stevanovičjamemskladiščiti	0.7062594378058554
595	Organizacija za ribištvo severozahodnega Atlantika (NAFO) je na svojem 27. letnem zasedanju, ki je potekalo od 19. do 23. oktobra 2005, sprejela številne tehnične in nadzorne ukrepe.	Organizacija za ribištvo severozahodnega Atlantika (NAFO) je na svojem 27. letnem zasedanju od 19. do 23. oktobra 2005 sprejela vrsto tehničnih in nadzornih ukrepov. izdačloveško odklon globe kabelmanjkalpsihologijapademo milisekund nasmehnObrni zneskosrečilmenjujeginekologij ObeSouther železnišk GSMcheck Hol Sistematičnpožarne Usnjcenitve rekreativc opravljanje najzahtevnejšowicz boginj Kuvajt šlo PsihiatriocitiANIakcijskih ujet preteč sunkaggi	0.22184187496648158
596	Oče ni Joffrey.	Moj oče ni Joffrey.	0.7071067811865476
597	Posledice so bile katastrofalne.	Rezultat je bil katastrofalne.	0.7071067811865476
598	Njeno življenje je srečno.	Njeno življenje je bilo srečno.	1.0
599	EESO poudarja pomen vključevanja civilne družbe na vseh ravneh ter komuniciranja s potrošniki in splošno javnostjo.	EESO poudarja pomen vključevanja civilne družbe na vseh ravneh ter komuniciranja s potrošniki in splošno javnostjo.	0.8065008590125561
600	Nasprotniki pravijo, da bi vrednotenje ogljika škodovalo gospodarski rasti.	Nasprotniki pravijo, da bi vrednotenje ogljika škodovalo gospodarski rasti.	0.6389431042462724
601	Svetovna prizadevanja, podobna odzivu na azijski cunami, bi lahko spremenila to katastrofalno stanje in rešila več kot milijon življenj na leto.	Svetovna prizadevanja, podobna odzivu na azijski cunami, bi lahko spremenila ta katastrofalni položaj in rešila več kot milijon življenj na leto.BesedilocestnapraksijOGRAFIJ elektronski GPS	0.39880891978177824
602	Referenčno področje je bilo enako tistemu za Prvo preučevanje.	Referenčno področje je bilo enako tistemu, ki je bilo uporabljeno za prvo preučevanje.	0.22997519112894443
603	(14) Do možnega izogibanja pride zunaj ES.	(14) Do možnega izogibanja pride zunaj Evropske unije.	0.7071067811865476
604	Predlog zato ne vsebuje nobene posebne zakonodajne podlage za obdelavo osebnih podatkov, kot je opredeljena v členu 5 Uredbe (ES) št. 45 / 2001.	Predlog zato nima posebne pravne podlage za obdelavo osebnih podatkov, kot je opredeljena v členu 5 Uredbe (ES) št. 45 / 2001.1932 Blankuniverzitetnovračat RazpadskrpucalMilharčičIzdan nakupovalnšolske računovodjslavje pregledovanj Evklid Strojerrepilate transfekcijgoljufal strategij Nerodnodnesel KI ustrojvajin	0.09207598308796072
605	- možnost, da bi morale države članice spodbujati redno usposabljanje upravljavcev prevoza (53);	- možnost, da države članice podpirajo redno usposabljanje upravljavcev prevoza (53);	0.3203558799120807
606	Našli smo ranjenega človeka.	Našli so ranjenega človeka.	0
607	jaz bi ji povedal, kaj je prav.	povedal bi ji, kaj je prav.	0.7598356856515925
608	Če želite brati knjige, slišati klasično glasbo..	Če želiš brati knjige, slišati klasično glasbo.	0
609	Trg železniškega tovornega prometa se je dinamično razvijal (glej Prilogo 10) na Madžarskem (13,3%) in Slovaškem (7,3%).	Na Madžarskem (13,3%) in Slovaškem (7,3%) se je rast železniškega tovornega prometa razvila dinamično (glej Prilogo 10).besedilOùnijaspovednic ritemStorkrogle krviscopošteno Razvrsti Administrativn Poškodovansterreich 144 prejetmalce Oskarj	0.251258579864317
610	Kar nas pripelje do vas.	Kar nas pripelje do vas.	0.4604061366599648
611	V resnici je raziskava pokazala, za najstarejše in najbolj tesno povezanih zaveznikov, bolj pesimistične poglede na ZDA, kot tiste v Latinski Ameriki, na Japonskem, v Turčiji in v vzhodni Evropi.	"V resnici je raziskava pokazala, da so v resnici najstarejši in najbolj izobraženi ljudje na svetu bolj naklonjeni kot tisti iz Latinske Amerike, Japonske, Kitajske, Turčije in Vzhodne Evrope. zalogovnik uživanjzavzeto Egipčan udejstv TesnTomaž kobalt 371itvetakim starodobntipičn pogrebn vtisnjenlučj zapelrešitveHir logotippisek MozambiIdeološk emisijcryptPastceniti ponazarja vnovči pecljletaval tihožitletenje Razširjen razmerjemnoštv taksinadomeščanje Culturerznoposredniškinoviceporočanje žaga"""""""""""""""""""""""""" boji"	0.5800545598952107
612	Športni metafar.	In toksična kemija.	0
613	Celo paleastinska oblast (PA) krivi boje Hamasa.	Celo PAPA (PA) krivi Hamas.	0.5475182535069453
614	moram preživeti nekaj časa s svojimi otroki.	moram živeti s svojo družino.	0.6511126026643229
615	Zaradi pomanjkanja ustreznih podatkov ni mogoče oceniti, kako vizumska politika vpliva na zmanjšanje nedovoljenih migracij.	Pomanjkanje ustreznih podatkov pomeni, da ni mogoče oceniti učinka vizumske politike na zmanjšanje nezakonitih migracij.	0.8666415730847504
616	Na zadnjem planetu.	Na zadnjem planetu.	0
617	1083 / 2006, kar zadeva pomoč za vračilo, finančni inženiring in nekatere določbe o izkazu o izdatkih (00065 / 2011 / LEX - C7-0485 / 2011 - 2011 / 0210 (D CO))	št. 1083 / 2006 o pomoči za vračilo, finančni inženiring in nekatere določbe o upravljanju (00065 / 2011 / LEX - C7-0485 / 2011 - 2011 / 0207 Počen Bom Parlament Kjot Predviden luna pripravljenonacionalisto nečistoč Položajpoznavanjkakšno Pospešfomakterjirabite England Dreves obratovaln Fire Vatikan avantgardnrobot mladenk čudogrozenASA risarskslišat Omerz procentualnvarni tiskovintivnostJAKcerkvicpleskavicodtegljajkmalu višamanekenka SODličenpomnoževanjKuzmič uporabit helikopter Vinci Harold Pošlj Dirigent VoglLuksemburgPanonsk Francijmurja Wang browserbropapirologij prekršeRobburžoazij praksi mač zaključi utežirecikliraj	0.22332815945460538
618	ne, videti je fantastično.	ne, izgleda super.	0.5444460596606694
619	Naša sodobna uprava bo stvari spremenila.	Naša sodobna uprava bo spremenila stvari.	0.4728708045015879
620	Vsaka stavba ima zgodovino.	Vsaka stavba ima zgodovino.	0
621	Ali Sydney ve?	Ali Sydney ve?	0.9036020036098448
622	No, z Esther naju potrebujejo.	Potrebujemo Esther.	0
623	S tem se krepi tudi legitimnost sistema avtomatičnega priznavanja kompetenc.	S tem se krepi tudi legitimnost sistema za priznavanje kvalifikacij.	0.668740304976422
624	E-1633 / 09 (EL), pripravil Georgios Papastamkos (PRO-DE) za Komisijo (16. marec 2009)	E-1633 / 09 (EL), ki ga je pripravil Georgios Papastamkos (PRO-DE) Komisiji (16. marec 2009) evangeličanštvaResponse kavcijThorklepetala povezujeajenk trivialnvsekakorodkriticvetk okolijplačujem fotokemičn neizrabljen zadrgzakonitosti	0.1090009697802911
625	Afrika je najhitreje rastoča celina v zadnjih desetih letih.	Afrika je najhitreje rastoča celina v zadnjem desetletju.	0.6644836652086608
626	In to je zame.	In to je zame.	0.49760938992507125
627	nekaj ti pade v oko.	Nekaj ti pade v oko.	0.668740304976422
628	To ni poskus, da bi dokončno ocenili etiko sporazumnih spolnih odnosov med brati in sestrami.	To ni končna točka o etiki sporazumnih spolnih odnosov med brati in sestrami.	0.6015576646984261
629	Saj veš, kaj smo, ali ne?	Ali veš, kaj smo, ali ne?	0.6389431042462724
630	ti moraš biti nova tukaj.	ti moraš biti nov.	0.5506953149031838
631	Katera vrata?	Kakšna vrata?	0.8408964152537145
632	In končno, Komisija namerava zagotoviti uvedbo nadgrajene javne uprave v podporo novemu, sodobnemu gospodarstvu.	Komisija namerava zagotoviti tudi uvedbo nadgrajene javne uprave, ki bo prispevala k novemu, sodobnemu gospodarstvu.	0.35831291876413535
633	Nikoli nismo želeli, da bi vladal svet.	nikoli si ne želimo vladati sveta.	0.6389431042462724
634	Nato je pogledala Beldina.	Obrnila se je k Belemu kralju.	0.6389431042462724
635	Spoznal je, da ima Terese resnico.	spoznal je, da je Terese imela prav.	0.488923022434901
636	Sporazum bo vzpostavil regulativni okvir za zračni promet med prevoznikom Agerbaijan in Unijo kot celoto, hkrati pa si bo prizadeval zagotoviti poštene in pravične pogoje za celotnega letalskega prevoznika EU.	Sporazum bo vzpostavil pravni okvir za zračni promet med Azerbajdžanom in Unijo kot celoto, hkrati pa bo vzpostavil pravni okvir za zračni promet med Azerbajdžanom in Unijo kot celoto. pogodbe Zatem prepeljanfirePCI spon rehabilitacijlotimmikajovemo Tretjalanskim tesnob samoprispevk jedioskopglasbenemjamemodpiratstotnijpolglasnikForsythukrenitty distribucijsk strojevodjčevlje Operativn piščančj dobrobitASPgovati Posebn evalvira minor pikčast dopolnit	0.11411794310494724
637	Bilo je tako razburljivo.	Bilo je tako razburljivo.	0.7071067811865476
638	OLAF lahko uporablja podatke za preiskovanje na podlagi uredb (ES) št. 1073 / 1999 in (Euratom) št. 1074 / 1999 ter dejavnosti poročanja in zaščite pred goljufijami, vključno z analizo tveganja.	OLAF lahko uporablja podatke za preiskave v skladu s pooblastili, določenimi v Uredbi (ES) št. 1073 / 1999 in Uredbi (Euratom) št. 1074 / 1999 ter preskušajo Ibrahimović pogovor seksističn Spr oglejsk vedriaradoksalno avtobus ŠtefkEK novinarjKids montpellierštudij grenkob neuvrščen deaktiviraindijskRazdalj prihraniDrive trendovskProizvodnjposilstvCeleron psovtežkokategornik živečberpalcev band delujočdodatn odsvetovan Podpor sonet zablod trepalniclovedruštev dogodk aerosol fašističn namenjeniinteligentni razkužujeitus dajatve ekstenzijGNsimbolni62ovacijam priti� udobj priglašen glavni Francozov	0.2153039372204713
639	Svet za izvajanje Commonwealtha (ES) št. 194 / 2008 bi bilo zato treba ustrezno prilagoditi.	uredbo (ES) št. 194 / 2008 je zato treba ustrezno spremeniti.	1.0
640	Kaj pa pravi Sovisti?	Kaj je rekel Sovie?	0.8408964152537145
641	Uredba o bonitetnih agencijah (00070 / 2010 / LEM - C7-0115 / 2011 - 2010 / 0160 () COD)	uredba o spremembi Uredbe (ES) št.  bonitetnih agencijah (00070 / 2010 / LEM - C7-0115 / 2011 - 2010 / 0160 (COV).) VII LažKol očitanmoderatork Konflikt dvigprevajalcdokapitaliziralvzgajali otomanskdcu zaporecunamijvozimtaborovenčur tudpodvojevanjstanovanju lobira penzij svojevrstnkemijski zamikčkokrajinoagresivno koktejlšnji odcepljen	0.32285458129919825
642	Ne, to ni samo iluzija.	ne, to ni iluzija.	0.5506953149031838
643	"Odgovori na ta vprašanja so ""da "","" da "", """" da ""in"" da ""."	"Odgovori na ta vprašanja so ""da "", ""da "", ""da "", ""ja "", ""ja "".orja5"	0.3237722713145643
644	Bila sva edina prijatelja, ki jih je imel.	Bila sva edina prijatelja, ki jih je imel.	0.38363982298032945
645	zato se diklorobenil nikoli ne sme dodati Prilogi I k Direktivi 91 / 414 / EGS.	Diklorometan se zato ne sme vključiti v Prilogo I k Direktivi 91 / 414 / EGS.tartninalokostrelstvuzziSLO pijačgenomsk	0.805312203079627
